-20.1560000	-4.88240143
-20.1254674	-4.86276714
-20.0949348	-4.84289128
-20.0644022	-4.82277780
-20.0338696	-4.80243062
-20.0033370	-4.78185364
-19.9728044	-4.76105072
-19.9422718	-4.74002571
-19.9117392	-4.71878243
-19.8812066	-4.69732466
-19.8506740	-4.67565619
-19.8201414	-4.65378074
-19.7896088	-4.63170205
-19.7590762	-4.60942381
-19.7285436	-4.58694968
-19.6980110	-4.56428331
-19.6674784	-4.54142833
-19.6369458	-4.51838833
-19.6064132	-4.49516687
-19.5758806	-4.47176752
-19.5453480	-4.44819379
-19.5148154	-4.42444919
-19.4842828	-4.40053718
-19.4537502	-4.37646123
-19.4232176	-4.35222476
-19.3926850	-4.32783117
-19.3621524	-4.30328385
-19.3316198	-4.27858616
-19.3010872	-4.25374142
-19.2705546	-4.22875295
-19.2400220	-4.20362405
-19.2094894	-4.17835796
-19.1789568	-4.15295794
-19.1484242	-4.12742720
-19.1178916	-4.10176893
-19.0873590	-4.07598632
-19.0568264	-4.05008250
-19.0262938	-4.02406061
-18.9957612	-3.99792375
-18.9652286	-3.97167501
-18.9346960	-3.94531743
-18.9041634	-3.91885407
-18.8736308	-3.89228792
-18.8430982	-3.86562200
-18.8125656	-3.83885925
-18.7820330	-3.81200264
-18.7515004	-3.78505510
-18.7209678	-3.75801951
-18.6904352	-3.73089877
-18.6599026	-3.70369574
-18.6293700	-3.67641325
-18.5988374	-3.64905413
-18.5683048	-3.62162117
-18.5377722	-3.59411714
-18.5072396	-3.56654479
-18.4767070	-3.53890687
-18.4461744	-3.51120607
-18.4156418	-3.48344509
-18.3851092	-3.45562660
-18.3545766	-3.42775324
-18.3240440	-3.39982764
-18.2935114	-3.37185240
-18.2629788	-3.34383012
-18.2324462	-3.31576334
-18.2019136	-3.28765463
-18.1713810	-3.25950650
-18.1408484	-3.23132145
-18.1103158	-3.20310197
-18.0797832	-3.17485051
-18.0492506	-3.14656952
-18.0187180	-3.11826143
-17.9881854	-3.08992863
-17.9576528	-3.06157350
-17.9271202	-3.03319840
-17.8965876	-3.00480569
-17.8660550	-2.97639767
-17.8355224	-2.94797666
-17.8049898	-2.91954493
-17.7744572	-2.89110474
-17.7439246	-2.86265835
-17.7133920	-2.83420798
-17.6828594	-2.80575583
-17.6523268	-2.77730408
-17.6217942	-2.74885491
-17.5912616	-2.72041046
-17.5607290	-2.69197286
-17.5301964	-2.66354422
-17.4996638	-2.63512663
-17.4691312	-2.60672216
-17.4385986	-2.57833287
-17.4080660	-2.54996079
-17.3775334	-2.52160794
-17.3470008	-2.49327631
-17.3164682	-2.46496788
-17.2859356	-2.43668462
-17.2554030	-2.40842847
-17.2248704	-2.38020135
-17.1943378	-2.35200517
-17.1638052	-2.32384182
-17.1332726	-2.29571316
-17.1027400	-2.26762105
-17.0722074	-2.23956733
-17.0416748	-2.21155381
-17.0111422	-2.18358229
-16.9806096	-2.15565455
-16.9500770	-2.12777235
-16.9195444	-2.09993745
-16.8890118	-2.07215157
-16.8584792	-2.04441642
-16.8279466	-2.01673370
-16.7974140	-1.98910509
-16.7668814	-1.96153224
-16.7363488	-1.93401680
-16.7058162	-1.90656040
-16.6752836	-1.87916464
-16.6447510	-1.85183112
-16.6142184	-1.82456141
-16.5836858	-1.79735707
-16.5531532	-1.77021964
-16.5226206	-1.74315066
-16.4920880	-1.71615163
-16.4615554	-1.68922404
-16.4310228	-1.66236937
-16.4004902	-1.63558908
-16.3699576	-1.60888462
-16.3394250	-1.58225740
-16.3088924	-1.55570886
-16.2783598	-1.52924037
-16.2478272	-1.50285333
-16.2172946	-1.47654909
-16.1867620	-1.45032901
-16.1562294	-1.42419441
-16.1256968	-1.39814662
-16.0951642	-1.37218694
-16.0646316	-1.34631665
-16.0340990	-1.32053702
-16.0035664	-1.29484931
-15.9730338	-1.26925476
-15.9425012	-1.24375459
-15.9119686	-1.21835002
-15.8814360	-1.19304224
-15.8509034	-1.16783242
-15.8203708	-1.14272174
-15.7898382	-1.11771134
-15.7593056	-1.09280236
-15.7287730	-1.06799592
-15.6982404	-1.04329312
-15.6677078	-1.01869505
-15.6371752	-0.99420280
-15.6066426	-0.96981741
-15.5761100	-0.94553995
-15.5455774	-0.92137144
-15.5150448	-0.89731291
-15.4845122	-0.87336535
-15.4539796	-0.84952976
-15.4234470	-0.82580711
-15.3929144	-0.80219837
-15.3623818	-0.77870449
-15.3318492	-0.75532639
-15.3013166	-0.73206500
-15.2707840	-0.70892124
-15.2402514	-0.68589598
-15.2097188	-0.66299011
-15.1791862	-0.64020450
-15.1486536	-0.61754000
-15.1181210	-0.59499745
-15.0875884	-0.57257767
-15.0570558	-0.55028147
-15.0265232	-0.52810967
-14.9959906	-0.50606303
-14.9654580	-0.48414234
-14.9349254	-0.46234836
-14.9043928	-0.44068183
-14.8738602	-0.41914349
-14.8433276	-0.39773405
-14.8127950	-0.37645423
-14.7822624	-0.35530472
-14.7517298	-0.33428621
-14.7211972	-0.31339937
-14.6906646	-0.29264484
-14.6601320	-0.27202329
-14.6295994	-0.25153534
-14.5990668	-0.23118162
-14.5685342	-0.21096272
-14.5380016	-0.19087926
-14.5074690	-0.17093180
-14.4769364	-0.15112093
-14.4464038	-0.13144721
-14.4158712	-0.11191118
-14.3853386	-0.09251338
-14.3548060	-0.07325433
-14.3242734	-0.05413455
-14.2937408	-0.03515453
-14.2632082	-0.01631478
-14.2326756	0.00238425
-14.2021430	0.02094207
-14.1716104	0.03935824
-14.1410778	0.05763232
-14.1105452	0.07576386
-14.0800126	0.09375245
-14.0494800	0.11159768
-14.0189474	0.12929916
-13.9884148	0.14685649
-13.9578822	0.16426929
-13.9273496	0.18153722
-13.8968170	0.19865990
-13.8662844	0.21563699
-13.8357518	0.23246818
-13.8052192	0.24915312
-13.7746866	0.26569151
-13.7441540	0.28208306
-13.7136214	0.29832746
-13.6830888	0.31442445
-13.6525562	0.33037375
-13.6220236	0.34617510
-13.5914910	0.36182825
-13.5609584	0.37733298
-13.5304258	0.39268904
-13.4998932	0.40789622
-13.4693606	0.42295432
-13.4388280	0.43786314
-13.4082954	0.45262248
-13.3777628	0.46723218
-13.3472302	0.48169206
-13.3166976	0.49600196
-13.2861650	0.51016175
-13.2556324	0.52417127
-13.2250998	0.53803040
-13.1945672	0.55173902
-13.1640346	0.56529702
-13.1335020	0.57870430
-13.1029694	0.59196077
-13.0724368	0.60506635
-13.0419042	0.61802097
-13.0113716	0.63082455
-12.9808390	0.64347705
-12.9503064	0.65597843
-12.9197738	0.66832864
-12.8892412	0.68052766
-12.8587086	0.69257548
-12.8281760	0.70447207
-12.7976434	0.71621745
-12.7671108	0.72781162
-12.7365782	0.73925460
-12.7060456	0.75054642
-12.6755130	0.76168710
-12.6449804	0.77267669
-12.6144478	0.78351525
-12.5839152	0.79420283
-12.5533826	0.80473950
-12.5228500	0.81512535
-12.4923174	0.82536044
-12.4617848	0.83544488
-12.4312522	0.84537877
-12.4007196	0.85516222
-12.3701870	0.86479534
-12.3396544	0.87427826
-12.3091218	0.88361112
-12.2785892	0.89279405
-12.2480566	0.90182721
-12.2175240	0.91071075
-12.1869914	0.91944483
-12.1564588	0.92802963
-12.1259262	0.93646533
-12.0953936	0.94475212
-12.0648610	0.95289019
-12.0343284	0.96087974
-12.0037958	0.96872098
-11.9732632	0.97641414
-11.9427306	0.98395943
-11.9121980	0.99135709
-11.8816654	0.99860736
-11.8511328	1.00571047
-11.8206002	1.01266670
-11.7900676	1.01947629
-11.7595350	1.02613951
-11.7290024	1.03265664
-11.6984698	1.03902796
-11.6679372	1.04525376
-11.6374046	1.05133433
-11.6068720	1.05726997
-11.5763394	1.06306100
-11.5458068	1.06870772
-11.5152742	1.07421045
-11.4847416	1.07956954
-11.4542090	1.08478530
-11.4236764	1.08985808
-11.3931438	1.09478824
-11.3626112	1.09957611
-11.3320786	1.10422206
-11.3015460	1.10872646
-11.2710134	1.11308969
-11.2404808	1.11731210
-11.2099482	1.12139410
-11.1794156	1.12533608
-11.1488830	1.12913842
-11.1183504	1.13280153
-11.0878178	1.13632582
-11.0572852	1.13971171
-11.0267526	1.14295961
-10.9962200	1.14606994
-10.9656874	1.14904315
-10.9351548	1.15187966
-10.9046222	1.15457993
-10.8740896	1.15714438
-10.8435570	1.15957349
-10.8130244	1.16186771
-10.7824918	1.16402750
-10.7519592	1.16605333
-10.7214266	1.16794568
-10.6908940	1.16970503
-10.6603614	1.17133186
-10.6298288	1.17282666
-10.5992962	1.17418994
-10.5687636	1.17542218
-10.5382310	1.17652389
-10.5076984	1.17749560
-10.4771658	1.17833780
-10.4466332	1.17905102
-10.4161006	1.17963579
-10.3855680	1.18009264
-10.3550354	1.18042209
-10.3245028	1.18062470
-10.2939702	1.18070100
-10.2634376	1.18065154
-10.2329050	1.18047688
-10.2023724	1.18017757
-10.1718398	1.17975417
-10.1413072	1.17920726
-10.1107746	1.17853739
-10.0802420	1.17774516
-10.0497094	1.17683113
-10.0191768	1.17579588
-9.9886442	1.17464002
-9.9581116	1.17336412
-9.9275790	1.17196879
-9.8970464	1.17045463
-9.8665138	1.16882223
-9.8359812	1.16707221
-9.8054486	1.16520518
-9.7749160	1.16322174
-9.7443834	1.16112254
-9.7138508	1.15890818
-9.6833182	1.15657929
-9.6527856	1.15413650
-9.6222530	1.15158046
-9.5917204	1.14891179
-9.5611878	1.14613113
-9.5306552	1.14323914
-9.5001226	1.14023646
-9.4695900	1.13712374
-9.4390574	1.13390164
-9.4085248	1.13057081
-9.3779922	1.12713192
-9.3474596	1.12358563
-9.3169270	1.11993261
-9.2863944	1.11617354
-9.2558618	1.11230908
-9.2253292	1.10833991
-9.1947966	1.10426672
-9.1642640	1.10009018
-9.1337314	1.09581099
-9.1031988	1.09142984
-9.0726662	1.08694741
-9.0421336	1.08236440
-9.0116010	1.07768151
-8.9810684	1.07289945
-8.9505358	1.06801890
-8.9200032	1.06304058
-8.8894706	1.05796521
-8.8589380	1.05279348
-8.8284054	1.04752611
-8.7978728	1.04216383
-8.7673402	1.03670734
-8.7368076	1.03115737
-8.7062750	1.02551465
-8.6757424	1.01977989
-8.6452098	1.01395383
-8.6146772	1.00803720
-8.5841446	1.00203073
-8.5536120	0.99593515
-8.5230794	0.98975120
-8.4925468	0.98347963
-8.4620142	0.97712116
-8.4314816	0.97067655
-8.4009490	0.96414654
-8.3704164	0.95753188
-8.3398838	0.95083332
-8.3093512	0.94405160
-8.2788186	0.93718748
-8.2482860	0.93024171
-8.2177534	0.92321506
-8.1872208	0.91610827
-8.1566882	0.90892211
-8.1261556	0.90165735
-8.0956230	0.89431473
-8.0650904	0.88689502
-8.0345578	0.87939900
-8.0040252	0.87182743
-7.9734926	0.86418108
-7.9429600	0.85646072
-7.9124274	0.84866711
-7.8818948	0.84080104
-7.8513622	0.83286327
-7.8208296	0.82485459
-7.7902970	0.81677577
-7.7597644	0.80862758
-7.7292318	0.80041081
-7.6986992	0.79212624
-7.6681666	0.78377465
-7.6376340	0.77535681
-7.6071014	0.76687352
-7.5765688	0.75832555
-7.5460362	0.74971370
-7.5155036	0.74103875
-7.4849710	0.73230148
-7.4544384	0.72350268
-7.4239058	0.71464315
-7.3933732	0.70572367
-7.3628406	0.69674503
-7.3323080	0.68770802
-7.3017754	0.67861344
-7.2712428	0.66946207
-7.2407102	0.66025471
-7.2101776	0.65099215
-7.1796450	0.64167518
-7.1491124	0.63230461
-7.1185798	0.62288122
-7.0880472	0.61340580
-7.0575146	0.60387916
-7.0269820	0.59430209
-6.9964494	0.58467539
-6.9659168	0.57499985
-6.9353842	0.56527627
-6.9048516	0.55550544
-6.8743190	0.54568816
-6.8437864	0.53582524
-6.8132538	0.52591746
-6.7827212	0.51596562
-6.7521886	0.50597052
-6.7216560	0.49593297
-6.6911234	0.48585375
-6.6605908	0.47573366
-6.6300582	0.46557350
-6.5995256	0.45537407
-6.5689930	0.44513616
-6.5384604	0.43486057
-6.5079278	0.42454810
-6.4773952	0.41419955
-6.4468626	0.40381570
-6.4163300	0.39339736
-6.3857974	0.38294532
-6.3552648	0.37246038
-6.3247322	0.36194332
-6.2941996	0.35139495
-6.2636670	0.34081606
-6.2331344	0.33020743
-6.2026018	0.31956987
-6.1720692	0.30890417
-6.1415366	0.29821112
-6.1110040	0.28749150
-6.0804714	0.27674611
-6.0499388	0.26597574
-6.0194062	0.25518117
-5.9888736	0.24436320
-5.9583410	0.23352262
-5.9278084	0.22266020
-5.8972758	0.21177674
-5.8667432	0.20087301
-5.8362106	0.18994981
-5.8056780	0.17900792
-5.7751454	0.16804811
-5.7446128	0.15707118
-5.7140802	0.14607790
-5.6835476	0.13506904
-5.6530150	0.12404540
-5.6224824	0.11300773
-5.5919498	0.10195683
-5.5614172	0.09089347
-5.5308846	0.07981841
-5.5003520	0.06873244
-5.4698194	0.05763631
-5.4392868	0.04653081
